keyword;id;identifier;language_ISO;topics_level_1;topics_level_2;LGBTIQ_keywords;sentiment;translation
employees;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
employers;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
employment;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
employment history;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
equal opportunity;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_05 Equality, inequality and social exclusion;0;1;
equality between the sexes;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_05 Equality, inequality and social exclusion;0;1;
eviction;64;SN-3553;eng;06 HOUSING AND LAND USE;06_01 Housing;0;0;
families;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
family members;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
family roles;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
gender;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_08 Gender and gender roles;0;1;
general practitioners;64;SN-3553;eng;04 HEALTH;04_04 Health care services and policies;0;1;
government departments;64;SN-3553;eng;11 POLITICS;11_04 Government, political systems and organisations;0;1;
health services;64;SN-3553;eng;04 HEALTH;04_04 Health care services and policies;0;1;
home ownership;64;SN-3553;eng;02 ECONOMICS;02_05 Income, property and investment/saving;0;1;
homosexuality;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);1;1;
hostility;64;SN-3553;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;0;
hotel and catering industry;64;SN-3553;eng;17 TRADE, INDUSTRY AND MARKETS;17_02 Business/industrial management and organisation;0;1;
hotels;64;SN-3553;eng;17 TRADE, INDUSTRY AND MARKETS;17_02 Business/industrial management and organisation;0;1;
hours of work;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_07 Working conditions;0;1;
households;64;SN-3553;eng;01 DEMOGRAPHY (population, vital statistics, and censuses);01_55 Other (Term introduced by authors);0;1;
housing;64;SN-3553;eng;06 HOUSING AND LAND USE;06_01 Housing;0;1;
housing tenure;64;SN-3553;eng;06 HOUSING AND LAND USE;06_01 Housing;0;1;
human behaviour;64;SN-3553;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
income;64;SN-3553;eng;02 ECONOMICS;02_05 Income, property and investment/saving;0;1;
infidelity;64;SN-3553;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
insurance;64;SN-3553;eng;02 ECONOMICS;02_55 Other (Term introduced by authors);0;1;
interpersonal conflict;64;SN-3553;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;0;
interpersonal relations;64;SN-3553;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
job description;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
job hunting;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
job security;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
knowledge (awareness);64;SN-3553;eng;19 OTHER;;0;1;
landlords;64;SN-3553;eng;06 HOUSING AND LAND USE;06_01 Housing;0;1;
law enforcement;64;SN-3553;eng;08 LAW, CRIME AND LEGAL SYSTEMS;08_01 Crime and law enforcement;0;0;
lawful opposition;64;SN-3553;eng;11 POLITICS;11_06 Political behaviour and attitudes;0;1;
legal status;64;SN-3553;eng;08 LAW, CRIME AND LEGAL SYSTEMS;08_55 Other (Term introduced by authors);0;1;
legal systems;64;SN-3553;eng;08 LAW, CRIME AND LEGAL SYSTEMS;08_02 Legislation and legal systems;0;1;
legislation;64;SN-3553;eng;08 LAW, CRIME AND LEGAL SYSTEMS;08_02 Legislation and legal systems;0;1;
life insurance;64;SN-3553;eng;02 ECONOMICS;02_55 Other (Term introduced by authors);0;1;
local government;64;SN-3553;eng;11 POLITICS;11_04 Government, political systems and organisations;0;1;
location;64;SN-3553;eng;19 OTHER;;0;1;
love;64;SN-3553;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
managers;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
marital status;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
marriage;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
mass media;64;SN-3553;eng;09 MEDIA, COMMUNICATION AND LANGUAGE;09_03 Media;0;1;
medical care;64;SN-3553;eng;04 HEALTH;04_04 Health care services and policies;0;1;
men;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_08 Gender and gender roles;0;1;
mortgages;64;SN-3553;eng;02 ECONOMICS;02_05 Income, property and investment/saving;0;1;
motor vehicles;64;SN-3553;eng;18 TRANSPORT AND TRAVEL;;0;1;
national identity;64;SN-3553;eng;16 SOCIETY AND CULTURE;16_03 Identity (Term introduced by authors. Replaces the narrower 'Culturan and national identity');0;1;
neighbours;64;SN-3553;eng;06 HOUSING AND LAND USE;06_01 Housing;0;1;
newspapers;64;SN-3553;eng;09 MEDIA, COMMUNICATION AND LANGUAGE;09_03 Media;0;1;
occupational pensions;64;SN-3553;eng;02 ECONOMICS;02_05 Income, property and investment/saving;0;1;
one-parent families;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
organizations;64;SN-3553;eng;19 OTHER;;0;1;
parent-child relationship;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
parents;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
partnerships (personal);64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
peer-group relationships;64;SN-3553;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
personal contact;64;SN-3553;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
personality development;64;SN-3553;eng;12 PSYCHOLOGY;;0;1;
personnel;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
police services;64;SN-3553;eng;08 LAW, CRIME AND LEGAL SYSTEMS;08_01 Crime and law enforcement;0;1;
premarital sex;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);0;1;
preschool children;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_02 Children;0;1;
private pensions;64;SN-3553;eng;02 ECONOMICS;02_05 Income, property and investment/saving;0;1;
private sector;64;SN-3553;eng;17 TRADE, INDUSTRY AND MARKETS;17_02 Business/industrial management and organisation;0;1;
professional consultations;64;SN-3553;eng;19 OTHER;;0;1;
public sector;64;SN-3553;eng;17 TRADE, INDUSTRY AND MARKETS;17_02 Business/industrial management and organisation;0;1;
punishment;64;SN-3553;eng;08 LAW, CRIME AND LEGAL SYSTEMS;08_01 Crime and law enforcement;0;0;
qualifications;64;SN-3553;eng;03 EDUCATION;03_55 Other (Term introduced by authors);0;1;
quality of life;64;SN-3553;eng;16 SOCIETY AND CULTURE;16_08 Social conditions and indicators;0;1;
racial discrimination;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_05 Equality, inequality and social exclusion;0;0;
religious affiliation;64;SN-3553;eng;16 SOCIETY AND CULTURE;16_05 Religion and values;0;1;
rented accommodation;64;SN-3553;eng;06 HOUSING AND LAND USE;06_01 Housing;0;1;
residential mobility;64;SN-3553;eng;01 DEMOGRAPHY (population, vital statistics, and censuses);01_02 Migration;0;1;
retirement;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_05 Retirement;0;1;
satisfaction;64;SN-3553;eng;16 SOCIETY AND CULTURE;16_08 Social conditions and indicators;0;1;
savings;64;SN-3553;eng;02 ECONOMICS;02_05 Income, property and investment/saving;0;1;
schools;64;SN-3553;eng;03 EDUCATION;03_01 Compulsory and pre-school education;0;1;
schoolteachers;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
self-employed;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
sex discrimination;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_05 Equality, inequality and social exclusion;0;0;
sexual behaviour;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);0;1;
sexual offences;64;SN-3553;eng;08 LAW, CRIME AND LEGAL SYSTEMS;08_01 Crime and law enforcement;0;0;
social housing;64;SN-3553;eng;15 SOCIAL WELFARE POLICY AND SYSTEMS;15_02 Social welfare systems/structures;0;1;
social inequality;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_05 Equality, inequality and social exclusion;0;0;
social security benefits;64;SN-3553;eng;15 SOCIAL WELFARE POLICY AND SYSTEMS;15_02 Social welfare systems/structures;0;1;
social support;64;SN-3553;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
spouses;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
students;64;SN-3553;eng;03 EDUCATION;03_55 Other (Term introduced by authors);0;1;
supervisors;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
termination of service;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_06 Unemployment;0;1;
tolerance;64;SN-3553;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
trade unions;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_04 Labour relations/conflict;0;1;
training courses;64;SN-3553;eng;03 EDUCATION;03_55 Other (Term introduced by authors);0;1;
unemployed;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_06 Unemployment;0;0;
virtues and vices;64;SN-3553;eng;16 SOCIETY AND CULTURE;16_05 Religion and values;0;1;
women;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_08 Gender and gender roles;0;1;
working mothers;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
workplace;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_07 Working conditions;0;1;
youth;64;SN-3553;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_12 Youth;0;1;
youth work;64;SN-3553;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
adopted children;65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_02 Children;0;1;
age;65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_55 Other (Term introduced by authors);0;1;
aids (disease);65;SN-4476;eng;04 HEALTH;04_11 Specific diseases, disorders and medical conditions;0;0;
alcohol use;65;SN-4476;eng;04 HEALTH;04_02 Drug abuse, alcohol and smoking;0;1;
alcoholic drinks;65;SN-4476;eng;04 HEALTH;04_02 Drug abuse, alcohol and smoking;0;1;
animals;65;SN-4476;eng;10 NATURAL ENVIRONMENT;10_04 Plants and animals;0;1;
anxiety;65;SN-4476;eng;04 HEALTH;"04_10 Signs and symptoms; pathological conditions";0;0;
arabs;65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_06 Ethnic groups (Term introduced by authors);0;1;
arrest;65;SN-4476;eng;08 LAW, CRIME AND LEGAL SYSTEMS;08_01 Crime and law enforcement;0;1;
asians;65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_06 Ethnic groups (Term introduced by authors);0;1;
black people;65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_06 Ethnic groups (Term introduced by authors);0;1;
blood;65;SN-4476;eng;19 OTHER;;0;1;
children;65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_02 Children;0;1;
cinema;65;SN-4476;eng;16 SOCIETY AND CULTURE;16_04 Leisure, tourism and sport;0;1;
clinical tests and measurements;65;SN-4476;eng;04 HEALTH;04_04 Health care services and policies;0;1;
clubs;65;SN-4476;eng;16 SOCIETY AND CULTURE;16_04 Leisure, tourism and sport;0;1;
cocaine;65;SN-4476;eng;04 HEALTH;04_02 Drug abuse, alcohol and smoking;0;1;
communications;65;SN-4476;eng;09 MEDIA, COMMUNICATION AND LANGUAGE;09_55 Other (Term introduced by authors);0;1;
complementary therapies;65;SN-4476;eng;04 HEALTH;04_05 Medication and treatment;0;1;
condom use;65;SN-4476;eng;04 HEALTH;04_09 Reproductive health;0;1;
corporal punishment;65;SN-4476;eng;08 LAW, CRIME AND LEGAL SYSTEMS;08_01 Crime and law enforcement;0;0;
coughing;65;SN-4476;eng;04 HEALTH;"04_10 Signs and symptoms; pathological conditions";0;1;
counselling;65;SN-4476;eng;04 HEALTH;04_04 Health care services and policies;0;1;
cycling;65;SN-4476;eng;04 HEALTH;04_07 Physical fitness and exercise;0;1;
dentists;65;SN-4476;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
diaries;65;SN-4476;eng;16 SOCIETY AND CULTURE;16_55 Other (Term introduced by authors);0;1;
diarrhoea;65;SN-4476;eng;04 HEALTH;"04_10 Signs and symptoms; pathological conditions";0;1;
discrimination;65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_05 Equality, inequality and social exclusion;0;0;
doctor-patient relationship;65;SN-4476;eng;04 HEALTH;04_05 Medication and treatment;0;1;
domestic responsibilities;65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
drug use;65;SN-4476;eng;04 HEALTH;04_02 Drug abuse, alcohol and smoking;0;1;
economic activity;65;SN-4476;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
educational background;65;SN-4476;eng;03 EDUCATION;03_55 Other (Term introduced by authors);0;1;
employers;65;SN-4476;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
ethnic groups;65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_06 Ethnic groups (Term introduced by authors);0;1;
exercise (physical activity);65;SN-4476;eng;04 HEALTH;04_07 Physical fitness and exercise;0;1;
family members;65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
father's occupational status;65;SN-4476;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
father's place of birth;65;SN-4476;eng;01 DEMOGRAPHY (population, vital statistics, and censuses);01_55 Other (Term introduced by authors);0;1;
food and nutrition;65;SN-4476;eng;04 HEALTH;04_01 Diet and nutrition;0;1;
friendship;65;SN-4476;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
fruit;65;SN-4476;eng;04 HEALTH;04_01 Diet and nutrition;0;1;
gardening;65;SN-4476;eng;16 SOCIETY AND CULTURE;16_04 Leisure, tourism and sport;0;1;
health;65;SN-4476;eng;04 HEALTH;04_03 General health and well-being;0;1;
health promotion;65;SN-4476;eng;04 HEALTH;04_04 Health care services and policies;0;1;
hepatitis;65;SN-4476;eng;04 HEALTH;04_11 Specific diseases, disorders and medical conditions;0;1;
heroin;65;SN-4476;eng;04 HEALTH;04_02 Drug abuse, alcohol and smoking;0;1;
heterosexual relationships;65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);0;1;
hiv infections;65;SN-4476;eng;04 HEALTH;04_11 Specific diseases, disorders and medical conditions;0;0;
hobbies;65;SN-4476;eng;16 SOCIETY AND CULTURE;16_04 Leisure, tourism and sport;0;1;
homosexuality;65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);1;1;
household pets;65;SN-4476;eng;10 NATURAL ENVIRONMENT;10_04 Plants and animals;0;1;
immunization;65;SN-4476;eng;04 HEALTH;04_05 Medication and treatment;0;1;
imprisonment;65;SN-4476;eng;08 LAW, CRIME AND LEGAL SYSTEMS;08_01 Crime and law enforcement;0;0;
indigenous populations;65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_06 Ethnic groups (Term introduced by authors);0;1;
interpersonal conflict;65;SN-4476;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;0;
knowledge (awareness);65;SN-4476;eng;19 OTHER;;0;1;
leather;65;SN-4476;eng;19 OTHER;;0;1;
leisure time;65;SN-4476;eng;16 SOCIETY AND CULTURE;16_04 Leisure, tourism and sport;0;1;
life styles;65;SN-4476;eng;16 SOCIETY AND CULTURE;16_01 Community, urban and rural life;0;1;
lsd (drug);65;SN-4476;eng;04 HEALTH;04_02 Drug abuse, alcohol and smoking;0;1;
marital status;65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
mass media;65;SN-4476;eng;09 MEDIA, COMMUNICATION AND LANGUAGE;09_03 Media;0;1;
massage;65;SN-4476;eng;19 OTHER;;0;1;
meals;65;SN-4476;eng;04 HEALTH;04_01 Diet and nutrition;0;1;
medical care;65;SN-4476;eng;04 HEALTH;04_04 Health care services and policies;0;1;
medical centres;65;SN-4476;eng;04 HEALTH;04_04 Health care services and policies;0;1;
medical examinations;65;SN-4476;eng;04 HEALTH;04_05 Medication and treatment;0;1;
meditation;65;SN-4476;eng;16 SOCIETY AND CULTURE;16_05 Religion and values;0;1;
memory;65;SN-4476;eng;12 PSYCHOLOGY;;0;1;
mother's occupational status;65;SN-4476;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
mother's place of birth;65;SN-4476;eng;19 OTHER;;0;1;
neighbours;65;SN-4476;eng;06 HOUSING AND LAND USE;06_01 Housing;0;1;
organizations;65;SN-4476;eng;19 OTHER;;0;1;
pain;65;SN-4476;eng;04 HEALTH;"04_10 Signs and symptoms; pathological conditions";0;0;
partnerships (personal);65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
periodicals;65;SN-4476;eng;09 MEDIA, COMMUNICATION AND LANGUAGE;09_03 Media;0;1;
place of birth;65;SN-4476;eng;01 DEMOGRAPHY (population, vital statistics, and censuses);01_55 Other (Term introduced by authors);0;1;
place of residence;65;SN-4476;eng;06 HOUSING AND LAND USE;06_55 Other (Term introduced by authors);0;1;
political allegiance;65;SN-4476;eng;11 POLITICS;11_06 Political behaviour and attitudes;0;1;
pornography;65;SN-4476;eng;09 MEDIA, COMMUNICATION AND LANGUAGE;09_03 Media;0;1;
prayer;65;SN-4476;eng;16 SOCIETY AND CULTURE;16_05 Religion and values;0;1;
prostitution;65;SN-4476;eng;07 LABOUR AND EMPLOYMENT;07_02 Employment;0;1;
public information;65;SN-4476;eng;09 MEDIA, COMMUNICATION AND LANGUAGE;09_03 Media;0;1;
qualifications;65;SN-4476;eng;03 EDUCATION;03_55 Other (Term introduced by authors);0;1;
religious affiliation;65;SN-4476;eng;16 SOCIETY AND CULTURE;16_05 Religion and values;0;1;
religious groups;65;SN-4476;eng;16 SOCIETY AND CULTURE;16_05 Religion and values;0;1;
risk;65;SN-4476;eng;19 OTHER;;0;0;
running;65;SN-4476;eng;04 HEALTH;04_07 Physical fitness and exercise;0;1;
sexual assault;65;SN-4476;eng;08 LAW, CRIME AND LEGAL SYSTEMS;08_01 Crime and law enforcement;0;0;
sexual awareness;65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);0;1;
sexual behaviour;65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_10 Sexuality and sexual identity (Term introduced by authors to allow for distinction between keywords relating to gender and keywords relating to sexuality);0;1;
sexually transmitted diseases;65;SN-4476;eng;04 HEALTH;04_11 Specific diseases, disorders and medical conditions;0;0;
siblings;65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
sleep;65;SN-4476;eng;04 HEALTH;04_55 Other (Term introduced by authors);0;1;
smoking;65;SN-4476;eng;04 HEALTH;04_02 Drug abuse, alcohol and smoking;0;1;
social behaviour;65;SN-4476;eng;16 SOCIETY AND CULTURE;16_06 Social behaviour and attitudes;0;1;
social class;65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_55 Other (Term introduced by authors);0;1;
social networks;65;SN-4476;eng;16 SOCIETY AND CULTURE;16_01 Community, urban and rural life;0;1;
socio-economic status;65;SN-4476;eng;02 ECONOMICS;02_02 Economic conditions and indicators;0;1;
spouses;65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_07 Family life and marriage;0;1;
suicide;65;SN-4476;eng;04 HEALTH;04_12 Wounds and injuries;0;0;
swimming;65;SN-4476;eng;04 HEALTH;04_07 Physical fitness and exercise;0;1;
symptoms;65;SN-4476;eng;04 HEALTH;"04_10 Signs and symptoms; pathological conditions";0;0;
telephone help lines;65;SN-4476;eng;09 MEDIA, COMMUNICATION AND LANGUAGE;09_55 Other (Term introduced by authors);0;1;
tobacco;65;SN-4476;eng;04 HEALTH;04_02 Drug abuse, alcohol and smoking;0;1;
vegetarianism;65;SN-4476;eng;04 HEALTH;04_01 Diet and nutrition;0;1;
walking;65;SN-4476;eng;04 HEALTH;04_07 Physical fitness and exercise;0;1;
white people;65;SN-4476;eng;14 SOCIAL STRATIFICATION AND GROUPINGS;14_06 Ethnic groups (Term introduced by authors);0;1;
workplace relations;65;SN-4476;eng;07 LABOUR AND EMPLOYMENT;07_04 Labour relations/conflict;0;1;
yoga;65;SN-4476;eng;04 HEALTH;04_07 Physical fitness and exercise;0;1;
